source_sa2,target_sa2,count,amount,age_bin
402031036,402041044,1145,3618,30-39
402031036,402041044,520,12529,40-49
402031036,402041044,928,14929,50-59
402031036,402041046,595,446,18-29
402031036,402041046,311,13254,30-39
402031036,402041046,1441,11360,40-49
402031036,402041046,30,12025,50-59
402031036,402041046,1075,14677,60-69
402031036,402041046,46,1856,70-79
402031036,402041047,1399,7864,18-29
402031036,402041047,907,8576,30-39
402031036,402041047,305,2020,40-49
402031036,402041048,280,8200,18-29
402031036,402041048,1216,649,30-39
402031036,402041048,889,12793,40-49
402031036,402041171,914,365,18-29
402031036,402041171,373,13609,30-39
402031036,402041171,1499,10267,50-59
402031036,402041171,828,3476,60-69
402031036,402041171,1439,10191,70-79
402031036,402041172,602,892,18-29
402031036,402041172,505,2050,30-39
402031036,402041172,409,13871,40-49
402031036,402041172,53,13127,50-59
402031036,402041172,1119,12812,60-69
402031036,402051049,347,9528,18-29
402031036,402051049,1455,8922,30-39
402031036,402051049,1037,1915,40-49
402031036,402051049,435,14252,50-59
402031036,402051051,1005,5293,18-29
402031036,402051052,1484,10423,18-29
402031036,402051052,1323,9361,30-39
402031036,402051052,811,3518,40-49
402031036,402051052,728,2857,50-59
402031036,402051052,297,14434,60-69
402031036,402051052,1396,9659,70-79
402031036,402051052,31,1435,80+
402031036,402051054,1251,4310,30-39
402031036,402051055,1137,5078,18-29
402031036,402051055,1127,7303,30-39
402031036,402051055,717,1990,40-49
402031036,403011056,1100,2415,18-29
402031036,403011057,500,12286,18-29
402031036,403011057,1410,8448,30-39
402031036,403011057,966,5420,40-49
402031036,403011057,828,1574,50-59
402031036,403021058,1473,9834,18-29
402031036,403021058,1309,10020,30-39
402031036,403021058,652,5331,40-49
402031036,403021058,196,12958,50-59
402031036,403021058,10,14655,60-69
402031036,403021061,1497,7763,18-29
402031036,403021061,1341,9689,30-39
402031036,403021061,761,2672,40-49
402031036,403021062,1165,4884,18-29
402031036,403021064,454,14501,18-29
402031036,403021064,1488,10629,30-39
402031036,403021064,1273,7879,40-49
402031036,403021064,992,5140,50-59
402031036,403031066,782,11033,18-29
402031036,403031068,37,11771,18-29
402031036,403031068,1198,10378,30-39
402031036,403031068,715,6748,40-49
402031036,403031068,347,6823,50-59
402031036,403031069,897,370,18-29
402031036,403031069,1117,3573,30-39
402031036,403031070,1411,6662,18-29
402031036,403031070,732,3848,30-39
402031036,403041072,1150,14397,18-29
402031036,403041072,770,2618,60-69
402031036,403041073,1294,3557,18-29
402031036,403041073,866,13802,30-39
402031036,403041074,851,13530,18-29
402031036,403041074,478,8330,30-39
402031036,403041084,569,513,18-29
402031036,403041085,630,1194,18-29
402031036,403041087,1125,3421,18-29
402031036,403041087,258,14392,30-39
402031036,404011090,1163,2005,18-29
402031036,404011090,1002,7503,30-39
402031036,404011090,679,2567,40-49
402031036,404011090,475,14379,50-59
402031036,404011091,1505,9960,18-29
402031036,404011091,29,9774,30-39
402031036,404011091,1056,7097,40-49
402031036,404011091,463,3025,50-59
402031036,404011092,126,8809,18-29
402031036,404011092,1453,7311,30-39
402031036,404011092,878,1578,40-49
402031036,404011092,594,3874,50-59
402031036,404011093,893,1439,18-29
402031036,404011093,750,1922,30-39
402031036,404011093,453,440,40-49
402031036,404011093,419,1814,50-59
402031036,404011093,1229,11258,60-69
402031036,404011093,181,3760,70-79
402031036,404011095,1186,3482,18-29
402031036,404011095,734,14483,30-39
402031036,404011095,333,12744,50-59
402031036,404011096,484,13759,18-29
402031036,404011096,1449,10812,30-39
402031036,404011096,1363,9585,40-49
402031036,404011096,1044,6216,50-59
402031036,404011096,582,602,60-69
402031036,404011097,1156,5866,18-29
402031036,404011097,1036,5775,30-39
402031036,404011097,612,4441,40-49
402031036,404011097,613,2800,50-59
402031036,404011097,214,13293,60-69
402031036,404011097,860,7225,70-79
402031036,404021099,72,9474,18-29
402031036,404021099,978,4170,40-49
402031036,404021099,1287,9624,50-59
402031036,404021099,1097,2315,60-69
402031036,404021100,1137,13953,18-29
402031036,404021100,838,11271,30-39
402031036,404021100,692,14273,40-49
402031036,404021101,548,13900,18-29
402031036,404021101,482,12374,30-39
402031036,404021101,1497,11417,40-49
402031036,404021101,35,12115,50-59
402031036,404021101,1175,6981,60-69
402031036,404021102,637,1382,18-29
402031036,404021102,524,1215,30-39
402031036,404021102,410,1944,40-49
402031036,404021102,1467,13362,50-59
402031036,404021102,965,10761,60-69
402031036,404031104,843,3146,18-29
402031036,404031104,752,1797,30-39
402031036,404031104,338,13775,40-49
402031036,404031104,1386,11230,50-59
402031036,404031104,1033,6216,60-69
402031036,404031106,1052,3774,18-29
402031036,404031106,1024,654,30-39
402031036,404031106,446,12487,40-49
402031036,404031107,847,1974,18-29
402031036,404031107,466,463,30-39
402031036,404031107,23,12144,40-49
402031036,404031107,1273,10913,50-59
402031036,404031107,1310,10333,60-69
402031036,404031108,1149,6387,18-29
402031036,404031108,936,8021,30-39
402031036,404031108,670,3718,40-49
402031036,404031108,292,14626,50-59
402031036,404031108,1255,11401,60-69
402031036,404031108,46,1464,70-79
402031036,405021118,390,734,50-59
402031036,405021119,935,14539,18-29
402031036,405021119,658,969,30-39
402031036,405021119,745,1465,50-59
402031036,405031122,833,14195,18-29
402031036,405031122,705,12968,30-39
402031036,405031122,288,12495,40-49
402031036,405031122,965,1347,50-59
402031036,405031122,248,7670,60-69
402031036,406011129,186,12654,40-49
402031036,406011133,207,9959,30-39
402031036,406021138,280,14036,18-29
402031036,406021138,258,701,40-49
402031036,406021141,764,14641,18-29
402031036,406021141,639,2649,40-49
402031036,406021142,1081,3486,18-29
402031036,406021142,904,1394,50-59
402031036,406021143,88,7490,18-29
402031036,406021143,1173,14638,30-39
402031036,407011144,868,14597,18-29
402031036,407011148,1023,2216,18-29
402031036,407011148,818,164,30-39
402031036,407011148,679,3729,50-59
402031036,407031165,883,437,18-29
402031036,407031167,660,14124,18-29
402031036,407031169,481,11730,18-29
402031036,407031169,291,11541,30-39
402031037,401011001,1001,2018,18-29
402031037,401011001,1018,2817,30-39
402031037,401011001,141,12153,50-59
402031037,401011001,1027,8126,60-69
402031037,401011001,152,443,70-79
402031037,401011001,390,14840,80+
402031037,401011002,975,1097,18-29
402031037,401011002,1017,4535,30-39
402031037,401011002,713,14902,40-49
402031037,401011002,418,13776,50-59
402031037,401011002,1370,9194,60-69
402031037,401011002,491,1738,70-79
402031037,401021003,741,14746,30-39
402031037,401021004,1009,3162,18-29
402031037,401021004,949,3929,30-39
402031037,401021004,566,1458,40-49
402031037,401021005,876,1495,18-29
402031037,401021005,1065,4476,30-39
402031037,401021006,945,1011,18-29
402031037,401021006,712,1822,30-39
402031037,401021007,1424,8831,18-29
402031037,401021007,1083,12225,30-39
402031037,401021007,1132,7873,40-49
402031037,401021007,910,2959,50-59
402031037,401021007,1457,237,70-79
402031037,401031011,1326,8877,18-29
402031037,401031011,1497,11270,30-39
402031037,401031011,1184,7992,40-49
402031037,401031011,1029,5991,50-59
402031037,401031012,22,8852,18-29
402031037,401031012,137,10689,30-39
402031037,401031012,1001,6554,40-49
402031037,401031012,1083,7651,50-59
402031037,401031012,140,2313,60-69
402031037,401031013,834,9405,18-29
402031037,401031013,746,7566,30-39
402031037,401031013,303,2487,40-49
402031037,401031013,473,2288,50-59
402031037,401031013,1432,13558,60-69
402031037,401031013,1042,10257,70-79
402031037,401041014,972,9663,18-29
402031037,401041014,876,9155,30-39
402031037,401041014,997,1966,40-49
402031037,401041015,828,3468,18-29
402031037,401041015,1232,8158,30-39
402031037,401041015,1122,7137,40-49
402031037,401041015,840,4046,50-59
402031037,401041015,581,1609,60-69
402031037,401041015,1369,12475,70-79
402031037,401041015,151,912,80+
402031037,401041016,310,14478,18-29
402031037,401041016,390,2641,30-39
402031037,401041016,272,1926,40-49
402031037,401041016,1430,13653,50-59
402031037,401041016,1158,10892,60-69
402031037,401041016,782,7441,70-79
402031037,401041016,784,4064,80+
402031037,401051017,1125,3815,18-29
402031037,401051017,1063,6098,30-39
402031037,401051017,870,3342,40-49
402031037,401051017,457,2461,50-59
402031037,401051017,17,14250,60-69
402031037,401051017,997,8247,70-79
402031037,401051018,880,2096,18-29
402031037,401051018,928,3486,30-39
402031037,401051018,625,272,40-49
402031037,401051018,75,11652,50-59
402031037,401051018,1182,8873,60-69
402031037,401051019,738,419,18-29
402031037,401051019,903,3855,30-39
402031037,401051019,568,2400,40-49
402031037,401051019,229,14002,50-59
402031037,401051019,1384,11997,60-69
402031037,401051019,1027,9468,70-79
402031037,401061020,818,592,18-29
402031037,401061020,1021,4563,30-39
402031037,401061020,795,3552,40-49
402031037,401061020,417,1505,50-59
402031037,401061020,1441,12387,60-69
402031037,401061020,689,3595,70-79
402031037,401061021,1124,5761,18-29
402031037,401061021,1314,9195,30-39
402031037,401061021,1142,8268,40-49
402031037,401061021,775,3870,50-59
402031037,401061021,372,1484,60-69
402031037,401061021,1306,10299,70-79
402031037,401061022,313,12268,18-29
402031037,401061022,502,2076,30-39
402031037,401061022,259,13151,40-49
402031037,401061022,1492,11433,50-59
402031037,401061022,1253,9649,60-69
402031037,401061022,1212,7000,70-79
402031037,401071023,61,11098,18-29
402031037,401071023,81,11903,30-39
402031037,401071023,1209,8370,40-49
402031037,401071023,907,5395,50-59
402031037,401071023,230,1265,60-69
402031037,401071024,363,12234,18-29
402031037,401071024,319,13154,30-39
402031037,401071024,1224,10330,40-49
402031037,401071024,1113,9036,50-59
402031037,401071024,1134,9100,60-69
402031037,402011026,169,11540,18-29
402031037,402011026,67,7865,30-39
402031037,402011026,1083,7765,40-49
402031037,402011026,601,630,50-59
402031037,402011026,408,2865,60-69
402031037,402021028,1044,4028,18-29
402031037,402021028,715,3194,30-39
402031037,402021028,556,679,40-49
402031037,402021029,491,13571,40-49
402031037,402021030,790,14356,18-29
402031037,402021030,610,13553,30-39
402031037,402021030,283,12158,40-49
402031037,402021030,1322,10007,50-59
402031037,402021030,935,7327,60-69
402031037,402021030,442,2376,70-79
402031037,402021031,840,13458,18-29
402031037,402021032,1117,4623,18-29
402031037,402021032,992,4951,30-39
402031037,402021034,86,11308,18-29
402031037,402021034,58,13930,30-39
402031037,402021034,1326,8997,40-49
402031037,402021034,945,2585,50-59
402031037,402021035,1029,10007,30-39
402031037,402021035,544,1435,40-49
402031037,402021035,510,1284,50-59
402031037,402031036,396,293,18-29
402031037,402031036,705,4905,30-39
402031037,402031036,421,2234,40-49
402031037,402031036,69,14949,50-59
402031037,402031036,1237,12155,60-69
402031037,402031036,489,5614,70-79
402031037,402031036,379,6551,80+
402031037,402031037,1134,3813,18-29
402031037,402031037,1302,7437,30-39
402031037,402031037,1217,7249,40-49
402031037,402031037,954,5106,50-59
402031037,402031037,636,2079,60-69
402031037,402031037,16,11477,70-79
402031037,402031037,149,14512,80+
402031037,402031038,348,13118,18-29
402031037,402031038,748,2836,30-39
402031037,402031038,579,1665,40-49
402031037,402031038,306,14842,50-59
402031037,402031038,62,13253,60-69
402031037,402031038,1089,9102,70-79
402031037,402031038,1424,12757,80+
402031037,402041039,916,877,18-29
402031037,402041039,902,3855,30-39
402031037,402041040,298,12192,18-29
402031037,402041040,425,13725,30-39
402031037,402041040,434,14525,40-49
402031037,402041040,151,12980,50-59
402031037,402041040,37,12463,60-69
402031037,402041040,1172,10135,70-79
402031037,402041040,342,12962,80+
402031037,402041041,678,13704,18-29
402031037,402041041,363,14699,30-39
402031037,402041041,211,14673,40-49
402031037,402041041,1379,10865,50-59
402031037,402041041,1159,9623,60-69
402031037,402041041,585,4580,70-79
402031037,402041042,31,12554,18-29
402031037,402041042,62,14178,30-39
402031037,402041042,52,13910,40-49
402031037,402041042,1338,11563,50-59
402031037,402041042,1056,8877,60-69
402031037,402041042,613,5795,70-79
402031037,402041043,1062,5707,18-29
402031037,402041043,1156,7628,30-39
402031037,402041043,1094,7054,40-49
402031037,402041043,371,1416,50-59
402031037,402041044,1400,5663,18-29
402031037,402041044,1156,3447,30-39
402031037,402041044,1072,1912,40-49
402031037,402041046,842,532,18-29
402031037,402041046,635,1492,30-39
402031037,402041046,609,2515,40-49
402031037,402041046,1459,12445,50-59
402031037,402041046,1014,9206,60-69
402031037,402041047,37,9845,18-29
402031037,402041047,1399,9923,30-39
402031037,402041047,30,12168,40-49
402031037,402041047,775,6191,50-59
402031037,402041047,273,14851,60-69
402031037,402041048,1497,6195,18-29
402031037,402041048,1452,5087,30-39
402031037,402041048,1348,10035,40-49
402031037,402041171,970,1560,18-29
402031037,402041171,845,1783,30-39
402031037,402041171,624,2091,40-49
402031037,402041171,1395,10460,50-59
402031037,402041171,1314,11598,60-69
402031037,402041171,126,14408,70-79
402031037,402041172,651,1330,18-29
402031037,402041172,743,4406,30-39
402031037,402041172,866,5198,40-49
402031037,402041172,415,1034,50-59
402031037,402041172,61,13335,60-69
402031037,402041172,775,2933,70-79
402031037,402051049,1162,2355,18-29
402031037,402051049,1010,3525,30-39
402031037,402051049,805,2421,40-49
402031037,402051049,172,13214,60-69
402031037,402051049,779,5050,70-79
402031037,402051051,349,12498,18-29
402031037,402051051,1412,9998,30-39
402031037,402051051,88,11738,40-49
402031037,402051051,1420,11967,50-59
402031037,402051051,1422,14457,60-69
402031037,402051052,883,2989,18-29
402031037,402051052,873,3973,30-39
402031037,402051052,774,3923,40-49
402031037,402051052,509,1831,50-59
402031037,402051052,261,14971,60-69
402031037,402051052,1177,10268,70-79
402031037,402051052,1283,13687,80+
402031037,402051053,61,10456,18-29
402031037,402051053,174,11733,30-39
402031037,402051053,130,12352,40-49
402031037,402051053,1380,10169,50-59
402031037,402051053,1270,8748,60-69
402031037,402051054,270,10669,18-29
402031037,402051054,1383,10383,30-39
402031037,402051054,56,10356,40-49
402031037,402051054,1272,9175,50-59
402031037,402051054,616,1062,60-69
402031037,402051055,576,1657,30-39
402031037,402051055,406,985,40-49
402031037,402051055,265,14860,50-59
402031037,402051055,110,13634,60-69
402031037,402051055,812,6690,70-79
402031037,403011056,907,371,18-29
402031037,403011057,340,14130,18-29
402031037,403011057,266,12491,30-39
402031037,403011057,1377,9156,40-49
402031037,403011057,1158,8857,50-59
402031037,403011057,439,2394,60-69
402031037,403021058,1331,7437,18-29
402031037,403021058,1311,9053,30-39
402031037,403021058,478,2122,40-49
402031037,403021061,61,7012,18-29
402031037,403021061,1278,4486,30-39
402031037,403021061,929,5595,40-49
402031037,403021062,666,167,18-29
402031037,403021062,729,781,30-39
402031037,403021064,324,12697,18-29
402031037,403021064,173,11822,30-39
402031037,403021064,1261,8339,40-49
402031037,403021064,968,4130,50-59
402031037,403031066,1175,13006,18-29
402031037,403031066,1224,13855,30-39
402031037,403031067,585,698,30-39
402031037,403031068,1349,7191,18-29
402031037,403031068,1249,9537,30-39
402031037,403031068,734,4926,40-49
402031037,403031068,882,6436,50-59
402031037,403031069,855,6666,18-29
402031037,403031069,1281,9409,30-39
402031037,403031069,481,3475,40-49
402031037,403031070,1016,9686,18-29
402031037,403031070,734,5230,30-39
402031037,403031070,959,2873,40-49
402031037,403031070,1029,3586,50-59
402031037,403041073,1372,7607,18-29
402031037,403041073,1065,3691,30-39
402031037,403041074,1013,14982,18-29
402031037,403041074,918,3623,30-39
402031037,403041083,784,2687,18-29
402031037,403041087,934,1659,18-29
402031037,403041087,674,1478,30-39
402031037,404011090,1120,993,18-29
402031037,404011090,1187,7047,30-39
402031037,404011091,1287,4997,18-29
402031037,404011091,1292,7920,30-39
402031037,404011091,985,4056,40-49
402031037,404011091,951,4240,50-59
402031037,404011092,199,9034,18-29
402031037,404011092,1424,8487,30-39
402031037,404011092,916,3056,40-49
402031037,404011092,1033,4720,50-59
402031037,404011093,598,14348,18-29
402031037,404011093,663,812,30-39
402031037,404011093,276,13584,40-49
402031037,404011093,317,13288,50-59
402031037,404011093,1042,10324,60-69
402031037,404011093,173,3802,70-79
402031037,404011095,1106,3959,30-39
402031037,404011096,213,10894,18-29
402031037,404011096,60,10834,30-39
402031037,404011096,1383,8896,40-49
402031037,404011096,1292,9896,50-59
402031037,404011096,761,5695,60-69
402031037,404011097,407,14062,18-29
402031037,404011097,622,3257,30-39
402031037,404011097,444,6961,40-49
402031037,404011097,21,12699,50-59
402031037,404011097,1297,9184,60-69
402031037,404011097,283,14239,70-79
402031037,404021099,1458,6951,18-29
402031037,404021099,1513,7538,30-39
402031037,404021099,256,10083,40-49
402031037,404021099,1256,6027,50-59
402031037,404021099,707,939,60-69
402031037,404021100,973,345,30-39
402031037,404021100,1132,533,40-49
402031037,404021101,323,11204,18-29
402031037,404021101,336,12949,30-39
402031037,404021101,174,11378,40-49
402031037,404021101,95,12405,50-59
402031037,404021101,1290,10634,60-69
402031037,404021102,437,13354,18-29
402031037,404021102,609,1758,30-39
402031037,404021102,293,157,40-49
402031037,404021102,1452,13784,50-59
402031037,404021102,1140,10160,60-69
402031037,404021102,213,13297,70-79
402031037,404031104,789,3120,18-29
402031037,404031104,1043,6294,30-39
402031037,404031104,674,3125,40-49
402031037,404031104,194,13825,50-59
402031037,404031104,1250,9643,60-69
402031037,404031104,311,13754,70-79
402031037,404031106,1067,3521,18-29
402031037,404031106,1417,7325,30-39
402031037,404031106,745,3335,40-49
402031037,404031107,714,827,18-29
402031037,404031107,666,2526,30-39
402031037,404031107,122,13111,40-49
402031037,404031107,1446,14243,50-59
402031037,404031107,920,10686,60-69
402031037,404031107,305,8242,70-79
402031037,404031108,1110,5856,18-29
402031037,404031108,1052,7346,30-39
402031037,404031108,782,5109,40-49
402031037,404031108,466,2192,50-59
402031037,404031108,1118,10784,60-69
402031037,405011114,1080,6741,18-29
402031037,405011114,972,5272,50-59
402031037,405011114,163,1581,60-69
402031037,405031122,891,549,18-29
402031037,405031122,655,13462,30-39
402031037,405031122,374,12828,50-59
402031037,405041127,710,1431,60-69
402031037,406011133,827,459,18-29
402031037,406021142,1214,5405,18-29
402031037,406021142,745,731,30-39
402031037,406021143,1492,3105,18-29
402031037,407011144,793,14157,18-29
402031037,407011144,784,1266,30-39
402031037,407011144,770,2859,50-59
402031037,407011144,315,13485,60-69
402031037,407011145,848,655,40-49
402031037,407011148,947,677,18-29
402031037,407011148,1057,3195,30-39
402031037,407011148,873,3861,40-49
402031037,407011148,717,4133,50-59
402031037,407011148,305,14465,60-69
402031037,407011148,1382,10039,70-79
402031037,407021173,537,14204,18-29
402031037,407031165,1185,4696,18-29
402031037,407031165,838,10950,40-49
402031038,401011001,1060,2541,18-29
402031038,401011001,910,1508,30-39
402031038,401011001,435,13421,40-49
402031038,401011001,196,12319,50-59
402031038,401011001,1085,7276,60-69
402031038,401011001,1318,12622,70-79
402031038,401011001,902,11842,80+
402031038,401011002,1053,2375,18-29
402031038,401011002,797,696,30-39
402031038,401011002,743,525,40-49
402031038,401011002,421,13509,50-59
402031038,401011002,49,12521,60-69
402031038,401011002,311,1242,70-79
402031038,401021003,1063,2599,18-29
402031038,401021003,764,3917,30-39
402031038,401021004,1158,4459,18-29
402031038,401021004,1298,7633,30-39
402031038,401021004,463,921,40-49
402031038,401021005,955,2710,18-29
402031038,401021005,1216,5816,30-39
402031038,401021005,502,1482,40-49
402031038,401021006,1042,2089,18-29
402031038,401021006,860,3773,30-39
402031038,401021006,1039,7547,40-49
402031038,401021007,1324,6778,18-29
402031038,401021007,1357,11525,30-39
402031038,401021007,1039,8986,40-49
402031038,401021007,671,5113,50-59
402031038,401031011,1493,10381,18-29
402031038,401031011,56,12615,30-39
402031038,401031011,1346,10847,40-49
402031038,401031011,1415,10858,50-59
402031038,401031011,821,3482,60-69
402031038,401031012,106,9727,18-29
402031038,401031012,15,10247,30-39
402031038,401031012,1125,8617,40-49
402031038,401031012,959,5817,50-59
402031038,401031013,713,3611,18-29
402031038,401031013,818,5906,30-39
402031038,401031013,391,2924,40-49
402031038,401031013,287,1769,50-59
402031038,401031013,112,14574,60-69
402031038,401031013,643,8336,70-79
402031038,401031013,1316,14123,80+
402031038,401041014,288,14199,18-29
402031038,401041014,517,4940,40-49
402031038,401041014,226,928,60-69
402031038,401041015,1017,4807,18-29
402031038,401041015,1225,8926,30-39
402031038,401041015,1170,8149,40-49
402031038,401041015,1101,7751,50-59
402031038,401041015,801,4054,60-69
402031038,401041015,1297,10840,70-79
402031038,401041016,528,1383,18-29
402031038,401041016,529,4655,30-39
402031038,401041016,559,4794,40-49
402031038,401041016,367,3445,50-59
402031038,401041016,100,1319,60-69
402031038,401041016,1037,10863,70-79
402031038,401041016,1475,11767,80+
402031038,401051017,1255,5865,18-29
402031038,401051017,1114,7459,30-39
402031038,401051017,970,5622,40-49
402031038,401051017,885,5321,50-59
402031038,401051017,508,1873,60-69
402031038,401051017,1020,9734,70-79
402031038,401051018,1254,5710,18-29
402031038,401051018,1339,8350,30-39
402031038,401051018,1099,6689,40-49
402031038,401051018,923,4135,50-59
402031038,401051018,1130,5813,70-79
402031038,401051019,1459,9883,18-29
402031038,401051019,1399,9685,30-39
402031038,401051019,1354,10577,40-49
402031038,401051019,1422,11616,50-59
402031038,401051019,1129,7982,60-69
402031038,401051019,348,1238,70-79
402031038,401051019,982,6187,80+
402031038,401061020,1030,4225,18-29
402031038,401061020,1178,5072,30-39
402031038,401061020,1147,6467,40-49
402031038,401061020,938,4868,50-59
402031038,401061020,591,3174,60-69
402031038,401061020,1131,8668,70-79
402031038,401061020,354,1314,80+
402031038,401061021,1141,5072,18-29
402031038,401061021,1217,7723,30-39
402031038,401061021,1036,7904,40-49
402031038,401061021,896,6205,50-59
402031038,401061021,618,3154,60-69
402031038,401061021,1384,13459,70-79
402031038,401061021,301,795,80+
402031038,401061022,845,1458,18-29
402031038,401061022,1073,5156,30-39
402031038,401061022,986,4804,40-49
402031038,401061022,898,4626,50-59
402031038,401061022,246,13887,60-69
402031038,401061022,741,3589,70-79
402031038,401071023,1501,10448,18-29
402031038,401071023,1474,10113,30-39
402031038,401071023,1280,11099,40-49
402031038,401071023,934,8573,50-59
402031038,401071024,629,13679,18-29
402031038,401071024,280,14930,30-39
402031038,401071024,27,11792,40-49
402031038,401071024,1402,10715,50-59
402031038,401071024,686,6749,60-69
402031038,401071024,86,14070,70-79
402031038,402011026,321,13220,18-29
402031038,402011026,974,4471,30-39
402031038,402011026,677,1950,50-59
402031038,402021028,846,3148,18-29
402031038,402021029,1333,7273,40-49
402031038,402021030,363,13396,18-29
402031038,402021030,170,10526,30-39
402031038,402021030,1049,4924,40-49
402031038,402021030,1186,6796,50-59
402031038,402021030,383,2357,60-69
402031038,402021032,1395,7982,18-29
402031038,402021032,585,2795,30-39
402031038,402021034,85,11552,18-29
402031038,402021034,1154,7934,30-39
402031038,402021034,874,2203,40-49
402031038,402021034,603,3414,50-59
402031038,402021034,1503,1644,70-79
402031038,402021035,262,821,50-59
402031038,402031036,186,14280,18-29
402031038,402031036,457,2100,30-39
402031038,402031036,124,14970,40-49
402031038,402031036,1470,13588,50-59
402031038,402031036,1091,10300,60-69
402031038,402031036,44,14047,70-79
402031038,402031036,935,9768,80+
402031038,402031037,444,12996,18-29
402031038,402031037,696,570,30-39
402031038,402031037,540,445,40-49
402031038,402031037,255,13648,50-59
402031038,402031037,1378,10378,60-69
402031038,402031037,604,2946,70-79
402031038,402031037,1316,12637,80+
402031038,402031038,992,3668,18-29
402031038,402031038,1185,7078,30-39
402031038,402031038,1068,7123,40-49
402031038,402031038,948,5882,50-59
402031038,402031038,583,2344,60-69
402031038,402031038,818,8168,80+
402031038,402041040,788,1844,18-29
402031038,402041040,888,3450,30-39
402031038,402041040,896,3795,40-49
402031038,402041040,607,1378,50-59
402031038,402041040,221,12737,60-69
402031038,402041040,724,4750,70-79
402031038,402041041,125,10896,18-29
402031038,402041041,1442,10208,30-39
402031038,402041041,923,5506,40-49
402031038,402041041,1175,10035,50-59
402031038,402041041,759,2424,60-69
402031038,402041042,1314,10169,18-29
402031038,402041042,918,7215,30-39
402031038,402041042,880,7875,40-49
402031038,402041042,1041,7484,50-59
402031038,402041042,328,13676,60-69
402031038,402041043,435,573,18-29
402031038,402041043,717,5237,40-49
402031038,402041044,1132,2511,18-29
402031038,402041044,1118,3112,30-39
402031038,402041044,181,3639,50-59
402031038,402041046,433,13767,18-29
402031038,402041046,226,12486,30-39
402031038,402041046,1251,9920,40-49
402031038,402041046,1374,9726,50-59
402031038,402041046,757,7104,60-69
402031038,402041047,1509,6745,18-29
402031038,402041047,1106,5393,30-39
402031038,402041048,1029,2393,18-29
402031038,402041048,1014,274,30-39
402031038,402041171,446,11462,18-29
402031038,402041171,1381,9562,30-39
402031038,402041171,1454,9562,40-49
402031038,402041171,1137,7978,50-59
402031038,402041171,505,2164,60-69
402031038,402041172,320,12804,18-29
402031038,402041172,110,12265,30-39
402031038,402041172,288,14504,40-49
402031038,402041172,135,13303,50-59
402031038,402041172,1002,6610,60-69
402031038,402051049,395,11287,18-29
402031038,402051049,392,12517,30-39
402031038,402051049,1475,10047,40-49
402031038,402051049,1484,12177,50-59
402031038,402051049,1163,6862,60-69
402031038,402051049,597,2263,70-79
402031038,402051051,1335,9351,18-29
402031038,402051051,1277,9880,30-39
402031038,402051051,46,14074,40-49
402031038,402051051,1302,10271,50-59
402031038,402051051,1106,8060,60-69
402031038,402051052,355,13423,18-29
402031038,402051052,382,14179,30-39
402031038,402051052,144,13463,40-49
402031038,402051052,1396,11526,50-59
402031038,402051052,1039,8089,60-69
402031038,402051052,145,230,70-79
402031038,402051052,695,6648,80+
402031038,402051053,799,515,18-29
402031038,402051053,923,6263,30-39
402031038,402051053,660,2971,40-49
402031038,402051054,1144,14264,18-29
402031038,402051054,803,2603,30-39
402031038,402051054,712,3363,40-49
402031038,402051054,842,5260,50-59
402031038,402051054,374,13800,60-69
402031038,402051055,1476,10824,18-29
402031038,402051055,147,11487,30-39
402031038,402051055,35,13728,40-49
402031038,402051055,1161,10434,50-59
402031038,402051055,1019,7372,60-69
402031038,402051055,208,553,70-79
402031038,403011057,118,9952,18-29
402031038,403011057,1497,10243,30-39
402031038,403011057,1230,9134,40-49
402031038,403011057,1029,7298,50-59
402031038,403021058,1383,7427,18-29
402031038,403021058,1292,8248,30-39
402031038,403021058,904,4958,40-49
402031038,403021058,677,4131,50-59
402031038,403021058,689,2868,60-69
402031038,403021061,1486,10034,18-29
402031038,403021061,1302,7888,30-39
402031038,403021061,860,4048,40-49
402031038,403021061,498,5213,50-59
402031038,403021064,378,12631,18-29
402031038,403021064,15,9793,30-39
402031038,403021064,1132,6098,40-49
402031038,403021064,873,6657,50-59
402031038,403021064,456,14863,60-69
402031038,403031066,851,10741,18-29
402031038,403031068,1334,9002,18-29
402031038,403031068,1230,8791,30-39
402031038,403031068,1278,9471,40-49
402031038,403031068,790,7973,50-59
402031038,403031069,1172,4079,18-29
402031038,403031069,1290,6222,30-39
402031038,403031069,858,4031,40-49
402031038,403031069,701,1849,50-59
402031038,403031070,914,3924,18-29
402031038,403031070,747,3876,30-39
402031038,403041072,559,14443,30-39
402031038,403041073,559,12288,18-29
402031038,403041073,870,456,30-39
402031038,403041074,1249,3809,18-29
402031038,403041074,836,1761,30-39
402031038,403041074,619,14003,40-49
402031038,403041074,470,12909,50-59
402031038,403041083,816,5164,18-29
402031038,403041087,359,12131,30-39
402031038,403041087,882,2151,50-59
402031038,404011090,1191,3232,18-29
402031038,404011090,1211,7111,30-39
402031038,404011090,799,2403,40-49
402031038,404011090,347,6643,50-59
402031038,404011091,1278,6802,18-29
402031038,404011091,1172,4499,30-39
402031038,404011091,1041,5610,40-49
402031038,404011091,669,3898,50-59
402031038,404011092,1466,9318,18-29
402031038,404011092,1253,8736,30-39
402031038,404011092,876,4799,40-49
402031038,404011092,777,603,50-59
402031038,404011093,475,1067,18-29
402031038,404011093,427,300,30-39
402031038,404011093,272,13643,40-49
