source_sa2,target_sa2,count,amount,mcc
402021029,402021032,271,9675,Luxury and Speciality Stores
402021029,402021032,3811,10132,Medical and Personal Care
402021029,402021032,556,4328,Personal Services
402021029,402021032,5858,13908,Professional Services
402021029,402021032,4339,7003,Retail Food Grocery and Supermarkets
402021029,402021034,3685,4713,Apparel Discount and Department Stores
402021029,402021034,5971,9681,Auto and Transportation
402021029,402021034,1570,9529,Dining Sports and Entertainment
402021029,402021034,3123,8006,Hardware Supplies and Homewares
402021029,402021034,1272,13938,Luxury and Speciality Stores
402021029,402021034,4780,13938,Medical and Personal Care
402021029,402021034,2536,8756,Personal Services
402021029,402021034,3619,5649,Retail Food Grocery and Supermarkets
402021029,402021034,53,393,Travel Accommodation and Rentals
402021029,402021035,333,12659,Auto and Transportation
402021029,402021035,3137,13328,Dining Sports and Entertainment
402021029,402021035,3857,7779,Hardware Supplies and Homewares
402021029,402021035,2902,9146,Personal Services
402021029,402021035,3739,3663,Retail Food Grocery and Supermarkets
402021029,402031036,1031,13923,Apparel Discount and Department Stores
402021029,402031036,3056,5873,Auto and Transportation
402021029,402031036,4072,13383,Dining Sports and Entertainment
402021029,402031036,5538,6426,Hardware Supplies and Homewares
402021029,402031036,4154,9858,Luxury and Speciality Stores
402021029,402031036,2227,13601,Retail Food Grocery and Supermarkets
402021029,402031037,1193,6618,Dining Sports and Entertainment
402021029,402031037,4520,3839,Retail Food Grocery and Supermarkets
402021029,402031038,4368,6277,Apparel Discount and Department Stores
402021029,402031038,3292,8826,Auto and Transportation
402021029,402031038,5429,13916,Dining Sports and Entertainment
402021029,402041039,1868,12040,Auto and Transportation
402021029,402041039,5566,2202,Retail Food Grocery and Supermarkets
402021029,402041040,1332,11734,Apparel Discount and Department Stores
402021029,402041040,5210,976,Dining Sports and Entertainment
402021029,402041040,3256,2795,Luxury and Speciality Stores
402021029,402041040,5873,5427,Retail Food Grocery and Supermarkets
402021029,402041041,391,13304,Auto and Transportation
402021029,402041041,6233,3788,Dining Sports and Entertainment
402021029,402041041,4814,3154,Retail Food Grocery and Supermarkets
402021029,402041042,2628,6995,Apparel Discount and Department Stores
402021029,402041042,1001,1275,Hardware Supplies and Homewares
402021029,402041043,3521,13727,Dining Sports and Entertainment
402021029,402041043,521,12084,Retail Food Grocery and Supermarkets
402021029,402041044,4533,5206,Apparel Discount and Department Stores
402021029,402041044,1397,10778,Auto and Transportation
402021029,402041044,34,5111,Dining Sports and Entertainment
402021029,402041044,5425,6383,Retail Food Grocery and Supermarkets
402021029,402041044,4808,5410,Travel Accommodation and Rentals
402021029,402041046,4109,4275,Apparel Discount and Department Stores
402021029,402041046,1909,3413,Auto and Transportation
402021029,402041046,4573,14539,Dining Sports and Entertainment
402021029,402041046,3122,9258,Medical and Personal Care
402021029,402041046,4146,9820,Personal Services
402021029,402041046,1831,6012,Professional Services
402021029,402041046,5105,5347,Retail Food Grocery and Supermarkets
402021029,402041046,4723,5036,Travel Accommodation and Rentals
402021029,402041047,2569,3564,Apparel Discount and Department Stores
402021029,402041047,4166,11608,Auto and Transportation
402021029,402041047,417,8458,Dining Sports and Entertainment
402021029,402041047,3818,4539,Luxury and Speciality Stores
402021029,402041047,1173,14160,Retail Food Grocery and Supermarkets
402021029,402041048,1916,13833,Auto and Transportation
402021029,402041048,1373,6716,Dining Sports and Entertainment
402021029,402041048,3129,768,Luxury and Speciality Stores
402021029,402041048,2787,1139,Retail Food Grocery and Supermarkets
402021029,402041171,5725,11319,Auto and Transportation
402021029,402041171,2007,9211,Dining Sports and Entertainment
402021029,402041171,662,10649,Retail Food Grocery and Supermarkets
402021029,402041171,2513,14732,Travel Accommodation and Rentals
402021029,402041172,2497,2428,Auto and Transportation
402021029,402041172,3907,14521,Dining Sports and Entertainment
402021029,402041172,2488,3903,Luxury and Speciality Stores
402021029,402041172,5355,11009,Retail Food Grocery and Supermarkets
402021029,402051049,3826,3758,Apparel Discount and Department Stores
402021029,402051049,3317,4271,Auto and Transportation
402021029,402051049,3728,6492,Dining Sports and Entertainment
402021029,402051049,1978,12649,Retail Food Grocery and Supermarkets
402021029,402051052,3101,2979,Apparel Discount and Department Stores
402021029,402051052,3705,4681,Auto and Transportation
402021029,402051052,3821,13252,Dining Sports and Entertainment
402021029,402051052,2750,3533,Hardware Supplies and Homewares
402021029,402051052,195,13426,Luxury and Speciality Stores
402021029,402051052,1088,4688,Medical and Personal Care
402021029,402051052,581,9551,Retail Food Grocery and Supermarkets
402021029,402051054,3241,831,Retail Food Grocery and Supermarkets
402021029,403011057,5142,3109,Dining Sports and Entertainment
402021029,403021061,5660,14449,Retail Food Grocery and Supermarkets
402021029,403021064,4408,5109,Apparel Discount and Department Stores
402021029,403021064,4219,14151,Dining Sports and Entertainment
402021029,403031068,4335,12305,Dining Sports and Entertainment
402021029,404011090,3129,12821,Dining Sports and Entertainment
402021029,404011091,5167,197,Dining Sports and Entertainment
402021029,404011092,3798,158,Dining Sports and Entertainment
402021029,404011093,5550,6028,Auto and Transportation
402021029,404011093,518,6398,Dining Sports and Entertainment
402021029,404011093,5778,6100,Retail Food Grocery and Supermarkets
402021029,404011095,3359,914,Auto and Transportation
402021029,404011095,2689,9137,Personal Services
402021029,404011096,5009,6626,Apparel Discount and Department Stores
402021029,404011096,4619,387,Dining Sports and Entertainment
402021029,404011097,4119,2752,Apparel Discount and Department Stores
402021029,404011097,4857,7096,Auto and Transportation
402021029,404011097,4960,1530,Dining Sports and Entertainment
402021029,404011097,1730,2605,Hardware Supplies and Homewares
402021029,404011097,4736,3790,Retail Food Grocery and Supermarkets
402021029,404021099,5651,4962,Auto and Transportation
402021029,404021099,104,6709,Dining Sports and Entertainment
402021029,404021099,4884,2962,Retail Food Grocery and Supermarkets
402021029,404021100,4977,14967,Dining Sports and Entertainment
402021029,404021100,552,2821,Retail Food Grocery and Supermarkets
402021029,404021101,5063,8129,Apparel Discount and Department Stores
402021029,404021101,5787,9864,Auto and Transportation
402021029,404021101,160,5131,Dining Sports and Entertainment
402021029,404021101,2590,2028,Luxury and Speciality Stores
402021029,404021101,4619,3860,Retail Food Grocery and Supermarkets
402021029,404021102,1159,13126,Auto and Transportation
402021029,404021102,631,8259,Dining Sports and Entertainment
402021029,404021102,5206,14044,Professional Services
402021029,404021102,2559,10675,Retail Food Grocery and Supermarkets
402021029,404031104,4416,8187,Apparel Discount and Department Stores
402021029,404031104,4391,2403,Auto and Transportation
402021029,404031104,4878,14902,Dining Sports and Entertainment
402021029,404031104,6099,13403,Hardware Supplies and Homewares
402021029,404031104,3625,3130,Luxury and Speciality Stores
402021029,404031104,3791,10867,Retail Food Grocery and Supermarkets
402021029,404031107,4070,2595,Apparel Discount and Department Stores
402021029,404031107,5256,8982,Auto and Transportation
402021029,404031107,5325,1303,Dining Sports and Entertainment
402021029,404031108,5600,8831,Auto and Transportation
402021029,404031108,2592,9554,Dining Sports and Entertainment
402021029,404031108,1173,9028,Retail Food Grocery and Supermarkets
402021029,405011112,3521,12032,Retail Food Grocery and Supermarkets
402021029,405011113,2513,1279,Auto and Transportation
402021029,405011114,4460,4316,Auto and Transportation
402021029,405011114,4420,874,Dining Sports and Entertainment
402021029,405011114,3680,4572,Retail Food Grocery and Supermarkets
402021029,405021119,5559,5907,Auto and Transportation
402021029,405031122,1702,12044,Auto and Transportation
402021029,405031122,3194,1908,Retail Food Grocery and Supermarkets
402021029,405041127,2750,14009,Retail Food Grocery and Supermarkets
402021029,406021141,1555,11959,Auto and Transportation
402021029,406021142,3713,1201,Auto and Transportation
402021029,406021142,4711,3175,Dining Sports and Entertainment
402021029,406021142,3847,7002,Retail Food Grocery and Supermarkets
402021029,406021143,3194,3097,Retail Food Grocery and Supermarkets
402021029,407021157,2902,11205,Auto and Transportation
402021029,407031164,1804,12671,Retail Food Grocery and Supermarkets
402021029,407031169,4467,873,Auto and Transportation
402021029,407031170,4395,2752,Auto and Transportation
402021029,407031170,4581,8577,Retail Food Grocery and Supermarkets
402021030,401011001,5126,8102,Apparel Discount and Department Stores
402021030,401011001,452,9411,Auto and Transportation
402021030,401011001,3105,14178,Dining Sports and Entertainment
402021030,401011001,5773,13327,Luxury and Speciality Stores
402021030,401011001,844,7525,Medical and Personal Care
402021030,401011001,592,8236,Personal Services
402021030,401011001,726,5930,Retail Food Grocery and Supermarkets
402021030,401011002,3463,14421,Dining Sports and Entertainment
402021030,401061020,4343,6143,Auto and Transportation
402021030,401061021,2498,14739,Apparel Discount and Department Stores
402021030,401061021,3384,14333,Dining Sports and Entertainment
402021030,401061021,3616,4353,Retail Food Grocery and Supermarkets
402021030,402011026,6077,9754,Apparel Discount and Department Stores
402021030,402011026,6032,4945,Dining Sports and Entertainment
402021030,402011026,1917,1392,Hardware Supplies and Homewares
402021030,402011026,3718,5329,Luxury and Speciality Stores
402021030,402011026,1109,10600,Retail Food Grocery and Supermarkets
402021030,402021028,6199,11361,Apparel Discount and Department Stores
402021030,402021028,2842,13863,Dining Sports and Entertainment
402021030,402021028,3129,14625,Luxury and Speciality Stores
402021030,402021028,939,12769,Retail Food Grocery and Supermarkets
402021030,402021029,5818,10024,Auto and Transportation
402021030,402021029,1616,8482,Personal Services
402021030,402021029,3718,1685,Retail Food Grocery and Supermarkets
402021030,402021030,2052,588,Apparel Discount and Department Stores
402021030,402021030,1380,13029,Auto and Transportation
402021030,402021030,1107,7397,Dining Sports and Entertainment
402021030,402021030,3804,8408,Hardware Supplies and Homewares
402021030,402021030,656,12273,Luxury and Speciality Stores
402021030,402021030,5212,14817,Medical and Personal Care
402021030,402021030,4181,13864,Personal Services
402021030,402021030,3870,11261,Professional Services
402021030,402021030,3512,2684,Retail Food Grocery and Supermarkets
402021030,402021030,3586,8401,Trades and Light Manufacturing
402021030,402021031,4001,13355,Apparel Discount and Department Stores
402021030,402021031,3119,14311,Auto and Transportation
402021030,402021031,4349,3306,Dining Sports and Entertainment
402021030,402021031,4349,487,Luxury and Speciality Stores
402021030,402021031,2158,10007,Personal Services
402021030,402021031,1376,4863,Professional Services
402021030,402021031,1291,13245,Retail Food Grocery and Supermarkets
402021030,402021032,3436,1571,Auto and Transportation
402021030,402021032,5674,3276,Dining Sports and Entertainment
402021030,402021032,443,14265,Hardware Supplies and Homewares
402021030,402021032,2666,13787,Luxury and Speciality Stores
402021030,402021032,896,14460,Retail Food Grocery and Supermarkets
402021030,402021034,4253,7341,Apparel Discount and Department Stores
402021030,402021034,1672,12461,Auto and Transportation
402021030,402021034,2950,12464,Dining Sports and Entertainment
402021030,402021034,5177,12442,Hardware Supplies and Homewares
402021030,402021034,856,13023,Luxury and Speciality Stores
402021030,402021034,1999,6932,Personal Services
402021030,402021034,4729,9298,Retail Food Grocery and Supermarkets
402021030,402021034,2404,1287,Travel Accommodation and Rentals
402021030,402021035,145,11688,Retail Food Grocery and Supermarkets
402021030,402031036,5452,10455,Apparel Discount and Department Stores
402021030,402031036,1097,2146,Auto and Transportation
402021030,402031036,1663,8267,Dining Sports and Entertainment
402021030,402031036,3798,2856,Hardware Supplies and Homewares
402021030,402031036,1919,4814,Luxury and Speciality Stores
402021030,402031036,429,10611,Retail Food Grocery and Supermarkets
402021030,402031037,2369,12848,Auto and Transportation
402021030,402031037,985,6224,Dining Sports and Entertainment
402021030,402031037,4565,4441,Retail Food Grocery and Supermarkets
402021030,402031038,2513,14032,Dining Sports and Entertainment
402021030,402041039,3456,798,Auto and Transportation
402021030,402041040,5829,8659,Apparel Discount and Department Stores
402021030,402041040,2990,11291,Dining Sports and Entertainment
402021030,402041040,4395,170,Retail Food Grocery and Supermarkets
402021030,402041041,6092,12492,Auto and Transportation
402021030,402041041,5022,2644,Dining Sports and Entertainment
402021030,402041041,4497,5001,Retail Food Grocery and Supermarkets
402021030,402041042,3700,7010,Hardware Supplies and Homewares
402021030,402041042,2628,2007,Luxury and Speciality Stores
402021030,402041042,1391,13926,Retail Food Grocery and Supermarkets
402021030,402041043,2538,14016,Auto and Transportation
402021030,402041043,1818,13309,Luxury and Speciality Stores
402021030,402041043,1790,1082,Retail Food Grocery and Supermarkets
402021030,402041044,2158,13918,Apparel Discount and Department Stores
402021030,402041044,3028,13424,Dining Sports and Entertainment
402021030,402041044,3053,1912,Retail Food Grocery and Supermarkets
402021030,402041046,6118,11304,Apparel Discount and Department Stores
402021030,402041046,2316,2946,Auto and Transportation
402021030,402041046,5199,2996,Dining Sports and Entertainment
402021030,402041046,3563,4438,Luxury and Speciality Stores
402021030,402041046,3662,10906,Medical and Personal Care
402021030,402041046,5664,817,Personal Services
402021030,402041046,1616,8326,Professional Services
402021030,402041046,476,12259,Retail Food Grocery and Supermarkets
402021030,402041046,4460,11666,Travel Accommodation and Rentals
402021030,402041047,4070,9273,Auto and Transportation
402021030,402041047,2227,13418,Dining Sports and Entertainment
402021030,402041047,4970,5723,Luxury and Speciality Stores
402021030,402041047,4016,5498,Retail Food Grocery and Supermarkets
402021030,402041047,881,5023,Trades and Light Manufacturing
402021030,402041048,5057,903,Dining Sports and Entertainment
402021030,402041048,1730,11612,Luxury and Speciality Stores
402021030,402041048,518,10657,Retail Food Grocery and Supermarkets
402021030,402041171,4688,9291,Auto and Transportation
402021030,402041171,1345,7710,Dining Sports and Entertainment
402021030,402041171,124,12208,Retail Food Grocery and Supermarkets
402021030,402041172,382,11356,Auto and Transportation
402021030,402041172,4633,14974,Dining Sports and Entertainment
402021030,402041172,4214,8031,Retail Food Grocery and Supermarkets
402021030,402051049,4613,5344,Apparel Discount and Department Stores
402021030,402051049,2602,2591,Auto and Transportation
402021030,402051049,260,1284,Dining Sports and Entertainment
402021030,402051049,1314,13635,Retail Food Grocery and Supermarkets
402021030,402051052,1561,13978,Apparel Discount and Department Stores
402021030,402051052,3666,5000,Auto and Transportation
402021030,402051052,1398,8894,Dining Sports and Entertainment
402021030,402051052,5525,10987,Luxury and Speciality Stores
402021030,402051052,205,4047,Medical and Personal Care
402021030,402051052,329,9334,Retail Food Grocery and Supermarkets
402021030,404011091,1661,6787,Dining Sports and Entertainment
402021030,404011093,3531,13541,Dining Sports and Entertainment
402021030,404011096,1458,13243,Apparel Discount and Department Stores
402021030,404011097,1632,14517,Apparel Discount and Department Stores
402021030,404011097,1690,10296,Dining Sports and Entertainment
402021030,404011097,2720,979,Retail Food Grocery and Supermarkets
402021030,404021099,3632,451,Dining Sports and Entertainment
402021030,404021100,5002,478,Retail Food Grocery and Supermarkets
402021030,404021101,3143,2467,Apparel Discount and Department Stores
402021030,404021101,3129,2758,Auto and Transportation
402021030,404021101,4189,14339,Dining Sports and Entertainment
402021030,404021101,2404,13510,Retail Food Grocery and Supermarkets
402021030,404021102,4544,6624,Auto and Transportation
402021030,404021102,4309,3009,Dining Sports and Entertainment
402021030,404031104,1540,10387,Auto and Transportation
402021030,404031104,2526,7121,Hardware Supplies and Homewares
402021030,404031107,2615,3942,Apparel Discount and Department Stores
402021030,404031107,3666,6947,Auto and Transportation
402021030,404031107,4420,12326,Dining Sports and Entertainment
402021030,404031108,5160,640,Dining Sports and Entertainment
402021030,404031108,3451,14191,Retail Food Grocery and Supermarkets
402021030,405031122,2158,10194,Auto and Transportation
402021030,405041127,4055,3689,Retail Food Grocery and Supermarkets
402021030,406021138,1616,6231,Retail Food Grocery and Supermarkets
402021030,407011148,784,12433,Retail Food Grocery and Supermarkets
402021031,401011001,1896,14314,Apparel Discount and Department Stores
402021031,401011001,3702,12934,Auto and Transportation
402021031,401011001,61,4899,Dining Sports and Entertainment
402021031,401011001,1132,1229,Luxury and Speciality Stores
402021031,401011001,3250,12438,Medical and Personal Care
402021031,401011001,2676,12598,Personal Services
402021031,401011001,2948,10697,Retail Food Grocery and Supermarkets
402021031,401011001,5836,8122,Travel Accommodation and Rentals
402021031,401011002,1170,10265,Dining Sports and Entertainment
402021031,401011002,3384,154,Retail Food Grocery and Supermarkets
402021031,401021006,3282,13936,Retail Food Grocery and Supermarkets
402021031,401041015,4873,2314,Retail Food Grocery and Supermarkets
402021031,401041016,3019,10969,Retail Food Grocery and Supermarkets
402021031,401051017,4736,3364,Dining Sports and Entertainment
402021031,401051018,2382,241,Apparel Discount and Department Stores
402021031,401051018,3436,11724,Dining Sports and Entertainment
402021031,401051019,2448,3293,Luxury and Speciality Stores
402021031,401051019,4098,1901,Retail Food Grocery and Supermarkets
402021031,401061020,5747,9910,Auto and Transportation
402021031,401061020,3309,11435,Dining Sports and Entertainment
402021031,401061021,4322,5257,Apparel Discount and Department Stores
402021031,401061021,4257,6720,Auto and Transportation
402021031,401061021,4857,2247,Dining Sports and Entertainment
402021031,401061021,3114,6461,Hardware Supplies and Homewares
402021031,401061021,4023,2701,Retail Food Grocery and Supermarkets
402021031,401071023,3857,657,Dining Sports and Entertainment
402021031,401071023,1970,11355,Medical and Personal Care
402021031,402011025,4016,4754,Auto and Transportation
402021031,402011026,1827,14848,Apparel Discount and Department Stores
402021031,402011026,5068,11298,Auto and Transportation
402021031,402011026,2375,11787,Dining Sports and Entertainment
402021031,402011026,4972,10139,Hardware Supplies and Homewares
402021031,402011026,6174,11207,Luxury and Speciality Stores
402021031,402011026,1053,1088,Medical and Personal Care
402021031,402011026,2056,1795,Retail Food Grocery and Supermarkets
402021031,402021028,5546,9836,Apparel Discount and Department Stores
402021031,402021028,3646,7241,Auto and Transportation
402021031,402021028,1443,11456,Dining Sports and Entertainment
402021031,402021028,1912,12824,Luxury and Speciality Stores
402021031,402021028,3012,7180,Medical and Personal Care
402021031,402021028,4785,13747,Personal Services
402021031,402021028,3436,11726,Professional Services
402021031,402021028,5494,9252,Retail Food Grocery and Supermarkets
402021031,402021029,1430,13873,Auto and Transportation
402021031,402021029,4539,353,Dining Sports and Entertainment
402021031,402021029,3028,14362,Luxury and Speciality Stores
402021031,402021029,3097,3952,Personal Services
402021031,402021029,5679,8783,Retail Food Grocery and Supermarkets
402021031,402021030,3580,4697,Apparel Discount and Department Stores
402021031,402021030,1135,13165,Auto and Transportation
402021031,402021030,2342,10399,Dining Sports and Entertainment
402021031,402021030,5609,12647,Hardware Supplies and Homewares
402021031,402021030,1423,14689,Luxury and Speciality Stores
402021031,402021030,419,3977,Medical and Personal Care
402021031,402021030,4409,11601,Personal Services
402021031,402021030,5987,151,Professional Services
402021031,402021030,3336,3638,Retail Food Grocery and Supermarkets
402021031,402021030,5088,12234,Trades and Light Manufacturing
402021031,402021030,6229,13610,Travel Accommodation and Rentals
402021031,402021031,4686,2536,Apparel Discount and Department Stores
402021031,402021031,451,9759,Auto and Transportation
402021031,402021031,4971,5381,Dining Sports and Entertainment
402021031,402021031,3865,187,Luxury and Speciality Stores
402021031,402021031,2764,12179,Personal Services
402021031,402021031,4764,12432,Professional Services
402021031,402021031,2681,814,Retail Food Grocery and Supermarkets
402021031,402021032,5806,8314,Auto and Transportation
402021031,402021032,1873,9959,Dining Sports and Entertainment
402021031,402021032,3737,7668,Hardware Supplies and Homewares
402021031,402021032,5022,4396,Luxury and Speciality Stores
402021031,402021032,2519,1123,Retail Food Grocery and Supermarkets
402021031,402021034,424,12989,Apparel Discount and Department Stores
402021031,402021034,5504,8576,Auto and Transportation
402021031,402021034,526,7989,Dining Sports and Entertainment
402021031,402021034,1766,4543,Hardware Supplies and Homewares
402021031,402021034,4216,7013,Luxury and Speciality Stores
402021031,402021034,4505,12769,Personal Services
402021031,402021034,915,14705,Retail Food Grocery and Supermarkets
402021031,402021034,4146,7511,Travel Accommodation and Rentals
402021031,402021035,3309,1992,Auto and Transportation
402021031,402021035,4680,1626,Dining Sports and Entertainment
402021031,402021035,3883,7608,Hardware Supplies and Homewares
402021031,402021035,1777,13682,Retail Food Grocery and Supermarkets
402021031,402031036,1429,14938,Apparel Discount and Department Stores
402021031,402031036,2854,4242,Auto and Transportation
402021031,402031036,3555,12088,Dining Sports and Entertainment
402021031,402031036,303,9849,Hardware Supplies and Homewares
402021031,402031036,3879,9542,Luxury and Speciality Stores
402021031,402031036,2277,14736,Retail Food Grocery and Supermarkets
402021031,402031037,4631,5334,Auto and Transportation
402021031,402031037,4136,12987,Dining Sports and Entertainment
402021031,402031037,2025,2409,Luxury and Speciality Stores
402021031,402031037,880,10507,Retail Food Grocery and Supermarkets
402021031,402031038,3769,2807,Apparel Discount and Department Stores
402021031,402031038,4052,9136,Auto and Transportation
402021031,402031038,4023,14666,Dining Sports and Entertainment
402021031,402031038,2425,9054,Hardware Supplies and Homewares
402021031,402041039,5886,7849,Auto and Transportation
402021031,402041040,2394,519,Apparel Discount and Department Stores
402021031,402041040,5914,4861,Dining Sports and Entertainment
402021031,402041040,3562,5399,Luxury and Speciality Stores
402021031,402041040,6244,8534,Retail Food Grocery and Supermarkets
402021031,402041041,1164,443,Auto and Transportation
402021031,402041041,676,7619,Dining Sports and Entertainment
402021031,402041041,2590,14920,Luxury and Speciality Stores
402021031,402041041,302,11233,Retail Food Grocery and Supermarkets
402021031,402041042,4428,8088,Apparel Discount and Department Stores
402021031,402041042,3499,7404,Auto and Transportation
402021031,402041042,3479,565,Dining Sports and Entertainment
402021031,402041042,5716,11493,Hardware Supplies and Homewares
402021031,402041042,4851,8714,Luxury and Speciality Stores
402021031,402041042,3370,3693,Retail Food Grocery and Supermarkets
402021031,402041043,3019,157,Auto and Transportation
402021031,402041043,1237,13886,Retail Food Grocery and Supermarkets
402021031,402041044,2720,1579,Apparel Discount and Department Stores
402021031,402041044,3690,1075,Auto and Transportation
402021031,402041044,4801,2599,Dining Sports and Entertainment
402021031,402041044,3416,3120,Retail Food Grocery and Supermarkets
402021031,402041046,5543,9460,Apparel Discount and Department Stores
402021031,402041046,1827,5597,Auto and Transportation
402021031,402041046,4918,1618,Dining Sports and Entertainment
402021031,402041046,918,8905,Hardware Supplies and Homewares
402021031,402041046,2762,2110,Luxury and Speciality Stores
402021031,402041046,4824,12669,Medical and Personal Care
402021031,402041046,5528,13737,Personal Services
402021031,402041046,3831,11540,Professional Services
402021031,402041046,20,10428,Retail Food Grocery and Supermarkets
402021031,402041046,1902,10168,Trades and Light Manufacturing
402021031,402041046,6205,9378,Travel Accommodation and Rentals
402021031,402041047,5674,8102,Apparel Discount and Department Stores
402021031,402041047,878,1150,Auto and Transportation
402021031,402041047,4798,4447,Dining Sports and Entertainment
402021031,402041047,2346,14155,Luxury and Speciality Stores
402021031,402041047,3740,4540,Personal Services
402021031,402041047,547,12807,Retail Food Grocery and Supermarkets
402021031,402041047,2930,11560,Trades and Light Manufacturing
402021031,402041048,2689,14761,Auto and Transportation
402021031,402041048,5982,1769,Dining Sports and Entertainment
402021031,402041048,1999,12866,Luxury and Speciality Stores
402021031,402041048,1490,12050,Retail Food Grocery and Supermarkets
402021031,402041171,880,12541,Auto and Transportation
402021031,402041171,3353,12052,Dining Sports and Entertainment
402021031,402041171,3332,945,Personal Services
402021031,402041171,2368,605,Retail Food Grocery and Supermarkets
402021031,402041171,3769,6065,Travel Accommodation and Rentals
402021031,402041172,3160,3182,Auto and Transportation
402021031,402041172,4873,2847,Dining Sports and Entertainment
402021031,402041172,3894,6170,Luxury and Speciality Stores
402021031,402041172,5725,12529,Retail Food Grocery and Supermarkets
402021031,402051049,2923,1380,Apparel Discount and Department Stores
402021031,402051049,45,10876,Auto and Transportation
402021031,402051049,4634,12708,Dining Sports and Entertainment
402021031,402051049,2953,7385,Hardware Supplies and Homewares
402021031,402051049,494,11781,Luxury and Speciality Stores
402021031,402051049,4613,9856,Medical and Personal Care
402021031,402051049,3662,9417,Personal Services
402021031,402051049,164,11959,Retail Food Grocery and Supermarkets
402021031,402051050,4112,1954,Retail Food Grocery and Supermarkets
402021031,402051052,4743,7269,Apparel Discount and Department Stores
402021031,402051052,5752,10900,Auto and Transportation
402021031,402051052,4458,597,Dining Sports and Entertainment
402021031,402051052,5875,10605,Hardware Supplies and Homewares
402021031,402051052,1858,1465,Luxury and Speciality Stores
402021031,402051052,3818,11658,Medical and Personal Care
402021031,402051052,4416,9299,Personal Services
402021031,402051052,2912,14244,Retail Food Grocery and Supermarkets
402021031,402051053,2268,14620,Auto and Transportation
402021031,402051053,5466,6924,Retail Food Grocery and Supermarkets
402021031,402051054,3987,4487,Auto and Transportation
402021031,402051054,2750,12817,Luxury and Speciality Stores
402021031,402051054,1908,14061,Retail Food Grocery and Supermarkets
402021031,402051054,4001,767,Travel Accommodation and Rentals
402021031,402051055,5341,9475,Apparel Discount and Department Stores
402021031,402051055,5730,5393,Dining Sports and Entertainment
402021031,402051055,4889,2731,Retail Food Grocery and Supermarkets
402021031,403011057,4433,2356,Dining Sports and Entertainment
402021031,403021064,2093,847,Apparel Discount and Department Stores
402021031,404011091,4249,12132,Dining Sports and Entertainment
402021031,404011092,3852,878,Dining Sports and Entertainment
402021031,404011093,3954,2540,Auto and Transportation
402021031,404011093,5957,4934,Dining Sports and Entertainment
402021031,404011093,3607,1666,Retail Food Grocery and Supermarkets
402021031,404011095,2700,12609,Dining Sports and Entertainment
402021031,404011096,5505,8281,Apparel Discount and Department Stores
402021031,404011096,4105,13149,Dining Sports and Entertainment
402021031,404011097,3847,5534,Apparel Discount and Department Stores
402021031,404011097,2856,2879,Auto and Transportation
402021031,404011097,3962,1181,Dining Sports and Entertainment
402021031,404011097,1846,5411,Hardware Supplies and Homewares
402021031,404011097,4840,6014,Retail Food Grocery and Supermarkets
402021031,404021099,3562,1722,Auto and Transportation
402021031,404021099,385,7329,Dining Sports and Entertainment
402021031,404021099,5231,4751,Retail Food Grocery and Supermarkets
402021031,404021100,4041,13567,Dining Sports and Entertainment
402021031,404021100,4009,10873,Retail Food Grocery and Supermarkets
402021031,404021101,4440,5433,Apparel Discount and Department Stores
402021031,404021101,5088,8979,Auto and Transportation
402021031,404021101,911,7186,Dining Sports and Entertainment
402021031,404021101,5422,5198,Retail Food Grocery and Supermarkets
402021031,404021102,666,11833,Auto and Transportation
402021031,404021102,368,3805,Dining Sports and Entertainment
402021031,404021102,1600,773,Professional Services
402021031,404031104,4214,7433,Apparel Discount and Department Stores
402021031,404031104,4009,709,Auto and Transportation
402021031,404031104,5256,162,Dining Sports and Entertainment
402021031,404031104,5122,13140,Hardware Supplies and Homewares
402021031,404031104,4023,5003,Luxury and Speciality Stores
402021031,404031107,4835,8152,Auto and Transportation
402021031,404031107,3894,12845,Dining Sports and Entertainment
402021031,404031108,3143,4631,Auto and Transportation
402021031,404031108,972,5400,Dining Sports and Entertainment
402021031,404031108,1588,7376,Hardware Supplies and Homewares
402021031,404031108,75,7660,Retail Food Grocery and Supermarkets
402021031,405011114,3036,2068,Retail Food Grocery and Supermarkets
402021031,405011115,3241,14487,Retail Food Grocery and Supermarkets
402021031,405021119,3756,2168,Auto and Transportation
402021031,405021119,2025,805,Retail Food Grocery and Supermarkets
402021031,405031122,2488,12916,Auto and Transportation
402021031,405041128,1040,10998,Luxury and Speciality Stores
402021031,406021141,2416,13841,Auto and Transportation
402021031,406021141,5076,1533,Dining Sports and Entertainment
402021031,406021142,3114,14768,Auto and Transportation
402021031,406021143,4177,13214,Dining Sports and Entertainment
402021031,406021143,3301,13113,Retail Food Grocery and Supermarkets
402021031,407011144,2196,13670,Retail Food Grocery and Supermarkets
402021031,407011148,1438,12686,Apparel Discount and Department Stores
402021031,407021157,2963,13763,Auto and Transportation
402021031,407031164,3282,1219,Retail Food Grocery and Supermarkets
402021031,407031169,2891,13686,Auto and Transportation
402021031,407031170,3370,271,Auto and Transportation
402021032,401011001,1439,314,Apparel Discount and Department Stores
402021032,401011001,2903,11617,Auto and Transportation
402021032,401011001,5916,3823,Dining Sports and Entertainment
402021032,401011001,1225,1791,Luxury and Speciality Stores
402021032,401011001,3104,14691,Medical and Personal Care
402021032,401011001,2730,12594,Personal Services
402021032,401011001,3118,10886,Retail Food Grocery and Supermarkets
